"type_school","school_accreditation","gender","interest","residence","parent_age","parent_salary","house_area","average_grades","parent_was_in_college","will_go_to_college"
"0","1","0","0","0",50,6670000,52.8,"B+","1","0"
"0","1","0","4","0",50,6020000,94.4,"B+","1","0"
"1","1","0","4","1",52,1770000,78.1,"B+","0","1"
"1","1","0","4","1",53,7160000,83.3,"B+","0","0"
"1","1","1","2","1",51,2820000,64.6,"B+","0","1"
"1","1","1","4","1",53,6680000,64.6,"B+","0","0"
"0","1","1","2","0",46,7790000,67.7,"B+","1","0"
"1","1","0","2","1",54,8280000,77.7,"B+","0","0"
"0","0","0","3","1",54,5480000,22.9,"B+","1","1"
"0","1","1","1","0",52,4970000,76.4,"B+","1","1"
"1","0","1","3","1",52,4680000,40.8,"B+","0","1"
"1","0","1","0","1",52,5730000,77,"B+","1","0"
"0","0","1","0","0",45,7400000,70.7,"B+","1","1"
"1","0","1","2","1",52,2940000,80.4,"B+","1","1"
"1","1","0","0","0",48,4070000,59.4,"B+","0","1"
"0","0","1","0","0",55,4850000,73.5,"B+","1","1"
"1","0","0","0","0",47,7130000,79.3,"B+","1","0"
"1","0","1","4","1",48,3180000,59.5,"B+","1","1"
"1","1","1","0","0",49,6200000,74.8,"B+","1","0"
"1","0","0","2","1",58,4290000,67.3,"B+","1","1"
"1","0","0","3","1",52,3450000,63.7,"B+","0","1"
"1","1","0","3","1",53,4110000,60.2,"B+","0","1"
"0","0","0","3","1",56,4540000,49.8,"B+","0","1"
"0","0","0","4","0",52,6210000,77.2,"B+","1","1"
"1","0","0","1","0",51,5350000,85.1,"B+","1","0"
"1","0","1","1","0",48,6090000,74.4,"B+","1","0"
"1","0","0","0","0",52,5940000,91.7,"B+","1","0"
"1","0","1","4","0",50,7540000,96.5,"B+","1","0"
"1","1","0","4","1",54,6310000,60.3,"B+","0","1"
"1","0","0","4","1",50,7000000,93.1,"B+","0","0"
"1","0","1","4","0",53,6670000,116.3,"B+","1","0"
"1","0","0","1","0",46,4810000,76.5,"B+","1","0"
"1","1","1","2","1",58,4000000,63.3,"B+","0","1"
"0","0","1","0","0",46,7460000,62.5,"B+","1","1"
"0","0","1","2","0",53,6720000,84.6,"B+","1","0"
"0","1","1","4","1",54,6460000,59.8,"B+","0","0"
"1","1","0","4","1",54,5140000,85.4,"B+","0","1"
"0","0","1","2","1",54,4740000,40.9,"B+","1","1"
"1","0","0","0","0",51,5130000,75.3,"B+","1","0"
"1","0","0","0","1",54,6210000,80.5,"B+","1","0"
"0","0","0","3","1",56,4160000,59.6,"B+","0","1"
"1","1","0","3","1",55,4440000,58,"B+","0","1"
"1","1","0","0","0",48,7160000,71,"B+","1","0"
"1","0","1","2","1",57,3750000,82.4,"B+","0","1"
"1","0","0","4","0",53,7390000,94.3,"B+","0","0"
"0","0","0","4","0",47,5440000,67,"B+","1","1"
"1","1","0","4","0",48,3770000,65.7,"B+","1","1"
"0","1","1","0","1",51,5850000,68.3,"B+","1","0"
"0","1","1","0","1",58,5680000,75.5,"B+","0","1"
"0","0","0","0","0",55,3550000,79.3,"B+","1","0"
"1","0","1","2","1",54,4230000,57.7,"B+","1","1"
"1","0","1","2","1",56,4490000,60.4,"B+","1","1"
"1","1","1","4","0",48,6420000,69.3,"B+","0","1"
"1","0","0","4","0",45,5340000,40.5,"B+","1","1"
"0","1","0","0","1",55,5220000,63.5,"B+","0","0"
"0","0","0","1","0",52,4170000,90.4,"B+","1","1"
"0","1","0","2","1",59,5390000,63.3,"B+","0","0"
"1","0","1","2","1",56,5990000,70.6,"B+","0","1"
"1","1","1","4","1",52,6910000,81.5,"B+","0","0"
"1","0","1","0","0",50,6590000,76,"B+","1","0"
"1","0","1","2","1",52,2790000,72.5,"B+","1","1"
"0","1","1","2","1",54,6520000,84.8,"B+","1","0"
"0","1","0","0","0",50,4710000,63,"B+","0","1"
"0","0","1","0","0",47,6520000,84.3,"B+","1","0"
"1","0","1","4","0",40,3910000,48.7,"B+","1","1"
"0","1","0","4","0",47,6220000,74.4,"B+","1","1"
"1","0","0","3","1",55,3460000,64.6,"B+","0","1"
"1","0","0","4","1",52,6730000,85.1,"B+","0","0"
"1","0","1","2","0",50,8120000,71.6,"B+","1","0"
"1","0","0","2","1",58,2140000,82.9,"B+","1","1"
"0","1","0","4","1",54,5450000,70.3,"B+","0","0"
"0","0","1","4","0",50,5970000,71.9,"B+","1","1"
"1","0","1","2","0",50,7650000,97.3,"B+","1","0"
"1","1","0","4","0",46,4150000,52.4,"B+","1","1"
"1","0","1","4","0",51,5850000,95.9,"B+","1","0"
"1","0","1","4","0",48,4240000,68.4,"B+","1","1"
"1","1","1","0","0",51,5840000,83.4,"B+","1","0"
"1","1","0","4","1",51,5720000,75.3,"B+","0","0"
"0","0","0","4","1",54,4480000,97,"B+","0","0"
"1","0","1","2","0",49,7100000,81.5,"B+","1","1"
"1","0","1","4","1",52,3500000,66.9,"B+","1","1"
"0","0","1","0","0",49,4750000,87,"B+","1","1"
"0","0","1","1","0",52,5810000,81.3,"B+","1","1"
"1","1","0","2","1",55,3070000,68.7,"B+","0","1"
"0","0","0","0","1",57,4030000,77.8,"B+","1","1"
"0","1","0","1","1",51,5000000,63.8,"B+","0","0"
"0","1","0","2","1",58,4560000,77.7,"B+","0","0"
"1","1","1","2","1",53,6360000,85.3,"B+","0","0"
"1","0","0","4","1",56,5910000,91.3,"B+","0","0"
"0","0","1","0","0",53,3950000,75.9,"B+","1","1"
"0","0","0","0","0",48,7250000,77.5,"B+","1","0"
"1","1","1","4","1",52,7540000,69.4,"B+","0","0"
"1","1","0","1","0",41,3020000,50.6,"B+","1","1"
"0","0","1","1","0",52,4450000,71,"B+","1","1"
"1","0","0","4","0",50,3180000,72.4,"B+","1","1"
"0","0","1","1","0",45,7490000,60,"B+","1","0"
"0","1","0","4","1",53,5540000,63.6,"B+","0","1"
"1","1","1","3","1",54,4930000,96.9,"B+","0","0"
"0","1","0","3","0",46,7780000,114.8,"B+","1","0"
"0","0","0","0","1",53,3790000,80,"B+","1","0"
"1","0","1","4","0",52,7420000,82.6,"B+","1","0"
"1","1","1","4","1",54,5970000,74.3,"B+","0","0"
"1","0","0","0","1",59,3610000,85.2,"B+","0","0"
"1","1","1","4","1",52,4930000,66.4,"B+","0","0"
"1","0","0","4","1",53,6640000,81,"B+","0","0"
"1","1","0","4","1",57,6310000,92.8,"B+","0","0"
"0","1","0","4","0",55,6080000,94.9,"B+","1","0"
"1","1","0","4","1",56,3860000,68.6,"B+","0","1"
"1","0","1","1","0",50,6050000,106.1,"B+","1","0"
"1","0","1","3","1",51,3180000,63,"B+","1","1"
"1","1","1","3","1",56,6700000,98.2,"B+","0","0"
"0","0","0","3","1",54,5040000,43.5,"B+","0","1"
"1","0","0","0","0",50,8140000,78.3,"B+","1","0"
"1","0","0","0","0",50,3300000,101.9,"B+","1","0"
"1","1","0","2","1",53,2570000,100,"B+","0","0"
"0","0","0","0","0",52,3690000,84.7,"B+","1","1"
"1","0","0","0","0",52,5920000,99.4,"B+","1","0"
"1","0","1","2","0",54,7050000,69.6,"B+","0","1"
"1","0","1","4","0",45,7580000,110.3,"B+","1","0"
"1","0","1","0","0",53,6520000,95.4,"B+","1","0"
"1","0","0","4","1",56,2900000,79.7,"B+","0","1"
"1","0","1","4","0",52,8470000,83.7,"B+","0","0"
"0","0","1","2","0",52,6560000,89.9,"B+","1","0"
"1","0","1","0","0",52,6610000,93.2,"B+","1","0"
"1","0","0","2","1",54,5730000,70.4,"B+","1","0"
"0","0","1","0","0",46,5410000,89.9,"B+","1","1"
"1","1","1","2","1",55,5210000,61.1,"B+","0","1"
"1","1","1","0","1",54,5580000,80.7,"B+","0","0"
"1","0","0","4","0",54,3700000,66.9,"B+","1","1"
"0","1","0","0","1",52,5280000,81.3,"B+","0","0"
"0","0","1","1","0",48,5830000,68.8,"B+","1","0"
"1","1","1","2","1",55,5560000,90.5,"B+","0","0"
"1","1","0","4","1",53,5470000,92.8,"B+","0","0"
"0","1","1","4","0",51,6660000,71.4,"B+","0","0"
"1","1","0","4","1",55,6240000,71.9,"B+","0","0"
"0","1","0","3","1",55,5020000,45,"B+","0","1"
"1","1","1","2","1",55,8160000,84.7,"B+","0","0"
"1","0","0","4","1",52,4520000,79.2,"B+","0","0"
"0","1","1","4","1",53,5420000,79,"B+","0","0"
"0","0","1","1","0",54,3650000,71.6,"B+","1","1"
"1","1","1","4","1",50,4340000,51.9,"B+","0","1"
"1","0","1","4","1",55,6690000,99.3,"B+","0","0"
"1","0","0","0","0",52,7120000,77.8,"B+","1","0"
"1","1","0","4","1",53,5010000,49.8,"B+","0","1"
"1","1","0","2","1",50,3410000,57.7,"B+","0","1"
"1","0","0","3","1",52,3110000,67,"B+","0","1"
"0","0","0","0","0",49,5640000,92.5,"B+","1","1"
"1","0","0","0","0",52,7350000,72.1,"B+","1","0"
"0","1","1","4","0",47,6700000,66.9,"B+","0","1"
"1","1","0","3","1",59,4700000,95.6,"B+","0","0"
"1","1","0","0","1",57,4460000,81.7,"B+","0","0"
"1","0","0","4","0",50,5710000,73.4,"B+","1","1"
"0","0","1","1","0",52,5330000,76.5,"B+","1","0"
"1","0","1","3","1",62,6110000,87.2,"B+","1","0"
"0","1","0","0","1",53,6180000,68.5,"B+","0","1"
"0","0","0","3","0",52,7580000,81.4,"B+","1","0"
"1","1","1","2","1",52,4820000,71.2,"B+","0","0"
"1","1","1","2","1",55,4450000,78.7,"B+","0","0"
"0","0","1","0","0",45,4950000,87,"B+","1","1"
"1","1","0","1","1",56,4940000,68.5,"B+","0","0"
"1","0","0","3","1",58,1880000,79,"B+","0","1"
"1","0","1","4","1",50,1940000,70.9,"B+","1","1"
"1","1","1","4","0",49,3540000,53.9,"B+","1","1"
"1","0","1","2","1",58,3160000,88,"B+","1","1"
"0","1","1","4","1",53,5700000,75.5,"B+","0","0"
"1","0","0","0","0",52,6660000,77.6,"B+","1","0"
"0","1","0","0","0",50,5040000,60.6,"B+","0","1"
"1","1","1","0","1",58,3180000,65.7,"B+","0","1"
"1","0","1","0","0",51,5540000,105.9,"B+","1","0"
"1","0","1","2","1",54,5460000,76.2,"B+","0","1"
"0","1","1","4","1",56,5400000,91.9,"B+","0","0"
"0","0","1","2","0",52,7530000,69.6,"B+","1","0"
"0","1","0","4","1",50,6840000,58.6,"B+","0","1"
"1","1","1","2","1",52,4830000,85.7,"B+","0","0"
"1","1","1","2","1",60,3460000,63,"B+","0","1"
"0","0","0","4","0",48,7120000,76,"B+","1","1"
"1","1","1","4","1",59,3680000,74.7,"B+","0","1"
"0","0","0","0","0",52,6750000,71,"B+","1","1"
"1","0","1","2","1",54,4060000,61.6,"B+","0","1"
"1","1","0","1","0",53,2740000,85.1,"B+","1","1"
"1","1","0","1","1",56,4670000,70.4,"B+","0","0"
"1","1","0","4","1",54,6670000,78.7,"B+","0","0"
"1","1","0","1","0",51,3800000,68.8,"B+","1","1"
"1","1","1","4","1",52,7260000,74.2,"B+","0","0"
"1","1","0","0","1",54,4910000,71.3,"B+","0","0"
"0","0","0","1","0",55,3360000,83.9,"B+","1","1"
"1","0","1","2","1",53,5890000,72.5,"B+","0","1"
"1","0","0","3","1",60,4320000,58.8,"B+","0","1"
"1","1","1","2","1",51,5720000,86.3,"B+","0","0"
"1","1","0","4","1",51,6020000,67.7,"B+","0","1"
"0","1","0","4","0",47,7430000,54.5,"B+","0","1"
"1","1","1","4","1",54,6900000,90.4,"B+","0","0"
"0","1","1","0","0",53,5260000,71.7,"B+","0","1"
"1","0","1","2","1",54,7750000,90.6,"B+","0","0"
"0","0","0","1","0",50,6540000,74.6,"B+","1","1"
"1","1","1","2","1",60,3670000,83.5,"B+","0","1"
"1","1","1","4","1",54,4590000,55.8,"B+","0","1"
"1","1","0","4","0",48,5210000,37.9,"B+","1","1"
"0","1","0","3","1",61,5400000,56.2,"B+","0","1"
"0","0","1","4","0",51,6180000,74,"B+","1","1"
"1","1","0","4","1",51,5440000,85,"B+","0","0"
"1","1","1","3","1",44,5420000,24.7,"B+","0","1"
"1","1","1","3","1",49,7450000,92.6,"B+","0","0"
"1","0","0","3","1",56,4030000,64.5,"B+","0","1"
"1","0","0","0","0",52,5900000,102.9,"B+","1","0"
"1","1","1","4","1",52,7950000,74.7,"B+","0","0"
"0","1","0","0","0",49,5930000,74.6,"B+","1","1"
"1","0","0","1","0",50,6050000,107.5,"B+","1","0"
"1","1","0","4","0",55,7780000,86.3,"B+","0","0"
"0","0","0","4","1",57,4330000,81.2,"B+","1","1"
"1","0","1","2","1",49,3860000,60.3,"B+","1","1"
"0","0","1","0","0",56,4750000,86.6,"B+","1","1"
"1","1","0","0","1",59,5300000,94.2,"B+","0","0"
"1","0","1","0","0",55,7450000,86.3,"B+","1","0"
"1","0","0","2","1",54,7130000,60.6,"B+","1","0"
"0","0","1","1","1",52,5080000,61.8,"B+","0","0"
"0","0","0","4","1",55,5050000,74.3,"B+","0","0"
"0","0","0","1","0",45,6580000,67,"B+","1","1"
"0","1","1","2","1",53,5950000,90.8,"B+","1","0"
"1","0","0","0","1",57,5360000,92.3,"B+","1","0"
"0","0","1","3","1",59,5360000,71.8,"B+","0","0"
"1","0","0","4","0",52,5670000,82.6,"B+","0","1"
"1","0","0","4","0",52,7410000,74.9,"B+","1","0"
"1","0","1","4","0",52,5240000,100,"B+","1","0"
"1","1","0","3","1",54,3940000,101.1,"B+","0","0"
"1","1","0","0","0",51,8100000,74.6,"B+","0","0"
"1","0","1","4","0",49,7670000,97.1,"B+","1","0"
"0","0","1","0","0",43,6820000,81.1,"B+","1","1"
"0","1","1","4","1",50,5310000,67.3,"B+","0","1"
"0","0","1","0","0",53,3540000,113.2,"B+","1","1"
"0","1","1","4","1",52,5520000,82.5,"B+","0","0"
"1","1","0","0","0",52,7510000,64.9,"B+","0","0"
"1","0","1","0","0",53,6410000,93.8,"B+","1","0"
"1","0","1","0","0",50,7620000,80.1,"B+","1","0"
"1","1","0","4","1",49,4210000,52.4,"B+","1","1"
"1","1","1","4","1",54,7790000,70,"B+","0","0"
"0","1","0","4","1",52,5330000,96.2,"B+","0","0"
"0","1","0","0","1",53,6210000,54.8,"B+","0","1"
"1","1","0","4","0",46,4900000,51.6,"B+","1","1"
"1","1","0","2","0",51,4650000,53.9,"B+","1","1"
"1","1","0","2","0",52,6630000,66.8,"B+","0","1"
"0","1","0","4","1",52,6270000,60.8,"B+","0","1"
"1","1","0","3","1",56,5400000,97.7,"B+","0","0"
"0","0","1","1","0",49,6700000,89.3,"B+","1","0"
"1","1","1","4","1",53,4470000,85.2,"B+","0","0"
"0","0","0","4","0",48,6440000,71.1,"B+","1","1"
"1","0","0","3","1",52,4310000,53.7,"B+","0","1"
"1","0","0","2","1",57,5080000,88.1,"B+","0","1"
"0","1","1","1","0",48,5840000,63.8,"B+","1","1"
"1","0","0","4","1",50,4780000,105.7,"B+","0","0"
"1","0","0","2","1",53,3520000,105.1,"B+","1","0"
"1","0","1","2","1",56,3540000,73.1,"B+","0","1"
"1","1","1","2","1",58,4480000,69.5,"B+","0","1"
"0","0","1","1","0",50,5520000,74.2,"B+","1","1"
"1","1","0","3","1",52,3340000,56.3,"B+","0","1"
"1","1","0","4","0",50,4740000,56.7,"B+","1","1"
"0","1","1","0","1",59,3340000,53.4,"B+","0","1"
"1","1","0","4","1",54,5270000,72.7,"B+","0","1"
"1","0","0","4","1",50,6710000,71.2,"B+","1","0"
"1","0","1","2","1",56,3780000,74.5,"B+","0","1"
"0","1","0","3","1",57,6170000,67,"B+","0","0"
"1","0","1","3","0",44,5180000,41.1,"B+","1","1"
"1","0","1","2","1",47,3950000,50.8,"B+","1","1"
"1","1","1","2","1",53,4900000,100.5,"B+","0","0"
"1","1","0","2","0",49,5420000,38,"B+","1","1"
"1","0","0","0","0",54,2590000,84.5,"B+","1","0"
"1","1","0","4","1",52,4160000,69.1,"B+","0","0"
"1","1","0","4","0",54,5900000,77.2,"B+","0","1"
"0","1","1","4","0",49,6710000,63.8,"B+","1","0"
"0","0","0","0","0",46,5240000,87.2,"B+","1","1"
"1","0","0","2","0",47,6690000,80.4,"B+","1","1"
"1","1","1","4","0",52,3490000,88.3,"B+","1","0"
"0","1","1","4","1",53,6150000,54.4,"B+","0","0"
"1","0","1","4","1",52,7330000,77.9,"B+","0","0"
"1","0","0","0","1",53,6700000,64.9,"B+","1","0"
"1","0","0","1","0",48,3320000,72.8,"B+","1","1"
"1","0","1","0","0",49,6740000,77.2,"B+","1","0"
"0","0","0","0","0",45,7390000,103.7,"B+","1","0"
"1","0","0","0","0",49,6460000,83.8,"B+","1","0"
"0","0","1","4","1",56,4490000,69.7,"B+","0","1"
"1","1","0","2","0",51,6340000,74.3,"B+","0","1"
"1","1","0","2","1",55,3390000,101.7,"B+","0","0"
"1","0","1","2","1",53,2940000,73.3,"B+","0","1"
"1","1","1","4","0",47,2990000,73.8,"B+","0","1"
"0","0","0","1","0",53,4060000,84.7,"B+","1","1"
"1","0","1","0","0",50,7000000,82.7,"B+","1","0"
"1","1","0","0","0",52,5940000,83.8,"B+","1","0"
"0","1","0","1","0",53,7460000,58.2,"B+","1","0"
"0","0","0","0","0",55,4280000,85.5,"B+","1","1"
"1","0","0","4","1",52,4390000,89,"B+","1","0"
"0","0","1","0","0",50,4930000,86.1,"B+","1","0"
"1","0","0","2","1",49,4380000,49.8,"B+","1","1"
"1","0","1","4","0",49,7460000,78,"B+","0","0"
"1","0","0","2","1",54,4630000,53.9,"B+","1","1"
"1","1","1","2","1",52,4450000,42.2,"B+","0","1"
"1","1","0","2","1",55,5690000,82.7,"B+","0","0"
"1","0","1","0","0",54,8010000,74.4,"B+","1","0"
"0","0","0","4","0",51,6370000,82.5,"B+","1","0"
"1","1","0","2","1",54,4920000,85.3,"B+","0","0"
"1","1","0","4","1",55,6140000,70.7,"B+","0","0"
"0","1","1","0","0",53,6400000,90.4,"B+","1","0"
"1","0","1","2","1",59,5210000,86.7,"B+","1","0"
"0","1","1","0","1",58,2830000,87.9,"B+","0","0"
"1","0","1","0","1",50,3570000,75,"B+","1","0"
"1","1","0","2","1",53,3130000,60.6,"B+","0","1"
"1","1","0","4","1",53,7590000,83.9,"B+","0","0"
"0","0","1","3","1",54,3580000,58.7,"B+","0","1"
"0","0","1","1","0",50,6140000,87.4,"B+","1","1"
"1","0","1","2","0",52,4720000,95.7,"B+","1","1"
"0","0","1","4","0",49,7170000,74.8,"B+","1","0"
"1","0","1","4","1",49,6910000,71.6,"B+","0","0"
"0","1","0","0","1",53,5650000,67.4,"B+","0","1"
"1","0","1","1","0",44,7790000,85.3,"B+","1","0"
"1","1","0","2","1",65,4360000,65.7,"B+","0","1"
"0","0","0","2","0",51,6710000,75.3,"B+","1","0"
"0","0","1","0","0",51,5770000,75.8,"B+","1","1"
"1","0","0","4","0",54,4170000,101.9,"B+","1","0"
"1","1","0","0","0",53,4840000,57.3,"B+","1","1"
"0","1","0","0","0",53,5400000,67.2,"B+","0","1"
"1","1","0","2","1",54,6240000,71.8,"B+","0","0"
"0","1","0","1","0",54,5760000,79.3,"B+","1","1"
"1","1","1","2","1",53,4630000,55.1,"B+","0","1"
"0","1","0","2","0",51,7320000,68.3,"B+","0","0"
"1","0","0","4","1",52,6160000,85.4,"B+","1","0"
"0","0","1","1","0",53,4720000,66.6,"B+","1","1"
"1","0","1","0","1",52,6110000,59.2,"B+","1","0"
"0","1","1","0","1",55,4250000,57.2,"B+","0","0"
"0","1","1","0","0",54,4900000,81.4,"B+","1","1"
"1","0","0","0","1",55,5050000,81.2,"B+","0","0"
"0","0","0","0","0",53,5960000,83.8,"B+","1","0"
"1","1","1","4","0",50,7030000,78.7,"B+","1","0"
"0","0","1","3","1",48,5780000,37.1,"B+","1","1"
"0","0","1","4","1",56,4210000,42.9,"B+","0","0"
"1","1","0","2","1",53,6550000,84.7,"B+","0","0"
"0","0","0","4","0",50,5870000,86.5,"B+","1","1"
"0","1","1","4","0",49,7010000,73.3,"B+","1","1"
"1","0","1","1","0",50,4920000,113.1,"B+","1","0"
"0","0","1","3","1",53,4010000,55.4,"B+","1","1"
"1","1","1","0","0",49,2570000,73.1,"B+","1","1"
"0","1","0","4","1",53,6010000,53.4,"B+","0","1"
"0","0","0","4","1",54,5790000,89.8,"B+","1","0"
"1","0","1","0","0",51,6470000,77,"B+","1","0"
"0","1","0","4","1",54,5020000,76.5,"B+","0","0"
"1","0","1","1","1",54,5150000,74.7,"B+","1","0"
"1","0","1","0","0",51,7050000,85.2,"B+","1","0"
"1","0","1","3","1",47,4070000,41.4,"B+","1","1"
"1","1","0","3","1",57,4130000,60.4,"B+","0","1"
"1","0","0","4","0",47,5140000,49.7,"B+","1","1"
"1","0","1","2","0",50,4490000,60,"B+","1","1"
"0","0","1","2","0",45,7420000,76.3,"B+","1","0"
"1","1","1","2","0",50,7580000,84.9,"B+","0","1"
"0","1","0","4","0",42,7530000,67.7,"B+","0","1"
"0","0","1","0","0",51,5510000,87.6,"B+","1","1"
"1","1","0","0","1",49,7330000,67.2,"B+","0","0"
"1","1","0","4","1",54,6190000,98.3,"B+","0","0"
"0","1","0","4","1",53,6320000,70.5,"B+","1","0"
"1","1","0","2","1",54,5550000,93.3,"B+","0","0"
"1","1","1","4","1",56,5240000,85.9,"B+","0","0"
"0","0","0","2","0",52,4230000,60.3,"B+","1","1"
"0","1","0","2","1",60,5070000,81.2,"B+","0","0"
"0","0","0","4","0",52,6640000,81.8,"B+","1","0"
"1","0","1","0","0",52,6010000,87.8,"B+","1","0"
"0","1","1","0","1",55,4190000,54.4,"B+","0","0"
"0","0","1","3","1",52,4960000,36,"B+","1","1"
"0","1","0","3","1",59,3630000,56.2,"B+","0","1"
"1","1","1","2","0",49,7390000,68.7,"B+","0","1"
"1","0","1","0","0",50,5640000,87.6,"B+","1","0"
"1","1","0","2","1",55,5180000,61.3,"B+","0","1"
"0","1","0","4","1",56,3350000,87.4,"B+","1","0"
"1","0","1","0","0",45,6270000,71,"B+","1","0"
"1","1","0","0","1",51,7650000,64.2,"B+","0","0"
"0","0","0","0","0",52,6120000,65.8,"B+","1","1"
"1","1","1","2","1",56,5330000,82.2,"B+","0","0"
"0","0","0","1","0",49,4960000,81.7,"B+","1","1"
"0","1","0","2","0",47,8930000,40.9,"B+","1","0"
"1","0","0","3","1",54,3940000,65.1,"B+","0","1"
"1","0","0","0","0",52,6660000,79.2,"B+","1","0"
"0","1","1","0","0",56,5850000,101.6,"B+","0","0"
"1","0","1","2","1",56,5760000,89.9,"B+","0","0"
"1","0","1","1","1",57,4760000,85.5,"B+","0","0"
"1","0","0","4","0",52,3210000,83,"B+","1","1"
"1","1","1","4","1",52,6290000,63,"B+","0","0"
"0","1","0","0","1",55,5410000,56.2,"B+","0","0"
"0","0","0","4","1",55,4250000,68.6,"B+","0","1"
"1","0","0","1","0",49,5340000,80.4,"B+","1","0"
"1","0","1","4","0",50,5950000,99.9,"B+","1","0"
"1","1","0","3","1",55,5120000,99,"B+","0","0"
"0","0","1","0","0",44,6240000,77.6,"B+","1","1"
"0","1","1","4","1",53,5470000,76,"B+","0","0"
"1","1","0","3","1",60,5830000,63.4,"B+","0","1"
"1","1","0","3","1",54,6500000,57,"B+","0","1"
"0","1","0","3","0",45,7370000,79.2,"B+","1","0"
"1","0","0","4","1",53,6280000,62.1,"B+","1","0"
"1","0","1","4","0",50,7500000,88.2,"B+","1","0"
"1","1","0","2","0",49,6770000,81,"B+","0","1"
"0","0","1","3","1",53,4060000,62.8,"B+","0","1"
"1","0","0","4","1",53,6690000,80,"B+","0","0"
"1","0","0","2","1",53,3930000,60.9,"B+","1","1"
"1","1","1","2","1",58,4990000,48.8,"B+","0","1"
"0","1","1","0","0",50,6230000,85.4,"B+","1","0"
"1","1","0","4","1",54,6360000,77.6,"B+","1","0"
"1","1","1","2","1",62,5220000,53,"B+","0","1"
"0","1","0","0","1",52,4210000,66.9,"B+","0","1"
"1","0","1","4","0",49,6280000,96.4,"B+","1","0"
"0","0","0","0","0",54,4870000,80.6,"B+","0","1"
"1","1","1","4","1",55,5520000,89.1,"B+","0","0"
"1","0","1","4","1",51,3620000,92.2,"B+","1","0"
"1","0","1","3","1",44,5900000,27.8,"B+","1","1"
"0","1","1","4","1",53,5750000,68.8,"B+","0","0"
"1","1","1","4","1",54,5750000,61.3,"B+","0","1"
"0","1","1","3","0",51,7210000,91.9,"B+","1","0"
"1","0","0","3","1",54,3710000,65.7,"B+","0","1"
"0","0","1","1","0",54,3720000,85.3,"B+","1","1"
"0","0","0","4","0",51,4870000,92.1,"B+","1","1"
"1","1","1","2","1",53,5910000,82,"B+","0","0"
"0","0","1","1","0",49,4910000,68.7,"B+","1","1"
"1","0","1","2","1",58,3650000,64.6,"B+","0","1"
"0","1","1","0","1",54,4210000,76,"B+","1","0"
"1","0","1","4","1",49,2560000,70.3,"B+","1","1"
"0","0","1","0","1",60,4350000,63.7,"B+","0","1"
"0","1","0","0","0",56,5320000,74.8,"B+","1","1"
"1","1","1","2","1",52,4510000,93.1,"B+","0","0"
"0","1","1","2","0",54,5990000,97.3,"B+","0","0"
"1","1","0","2","1",54,4410000,48.4,"B+","0","1"
"0","0","1","1","0",45,6330000,64.1,"B+","1","1"
"0","1","1","4","0",45,8370000,81.7,"B+","1","0"
"1","1","1","4","1",55,5480000,96.3,"B+","0","0"
"0","0","0","0","0",52,6240000,75.5,"B+","1","0"
"1","0","0","4","0",53,4090000,88.8,"B+","1","1"
"0","0","0","1","0",48,5930000,68.7,"B+","1","1"
"0","1","0","0","1",55,4970000,73.5,"B+","0","1"
"1","0","0","4","1",53,5330000,86.6,"B+","0","0"
"0","0","0","4","0",49,6920000,66.7,"B+","1","0"
"0","1","0","0","0",51,6830000,74,"B+","0","1"
"0","0","1","0","1",49,6660000,53.1,"B+","1","0"
"1","1","1","4","1",52,6600000,84,"B+","0","0"
"0","0","1","0","0",51,6950000,88.4,"B+","1","1"
"1","0","0","4","1",54,6420000,70,"B+","0","0"
"1","1","1","0","1",58,3840000,63.7,"B+","0","1"
"0","1","1","4","1",53,4220000,66.8,"B+","0","1"
"1","0","0","0","0",48,5130000,89.7,"B+","1","0"
"1","1","1","4","1",51,8770000,67.4,"B+","0","0"
"0","1","0","1","0",51,8550000,61.9,"B+","0","0"
"0","1","1","4","1",60,2310000,76.7,"B+","0","0"
"1","0","0","0","0",51,6330000,69,"B+","1","0"
"0","1","0","4","1",53,4950000,67.1,"B+","0","0"
"1","0","1","2","1",55,3020000,67,"B+","1","1"
"1","0","1","4","0",51,4020000,67.1,"B+","1","1"
"0","1","1","0","0",53,4190000,79.7,"B+","0","1"
"0","1","0","3","1",61,5170000,43.8,"B+","0","1"
"1","1","0","0","1",53,7860000,66.2,"B+","0","0"
"0","1","0","0","0",52,5660000,64.3,"B+","0","1"
"0","0","0","1","0",50,5610000,71.5,"B+","1","1"
"1","0","1","4","1",53,7980000,91,"B+","0","0"
"0","0","1","2","0",50,5610000,75.8,"B+","1","1"
"0","0","1","4","0",50,6960000,58.2,"B+","1","0"
"1","1","0","0","0",55,6960000,80.6,"B+","1","0"
"0","1","0","4","1",55,5930000,62.7,"B+","0","0"
"1","0","0","2","1",52,4630000,72.9,"B+","1","1"
"1","1","0","0","1",52,4370000,75.2,"B+","1","0"
"1","0","0","1","0",51,6020000,96,"B+","1","0"
"1","1","1","4","1",55,4490000,88.6,"B+","0","0"
"1","0","1","4","0",54,4320000,86.8,"B+","1","1"
"1","0","1","3","1",56,3250000,67.8,"B+","0","1"
"1","0","0","0","0",57,5780000,99,"B+","1","0"
"1","0","0","2","0",48,5050000,36.5,"B+","1","1"
"0","0","0","3","1",51,4180000,44,"B+","0","1"
"0","1","0","0","0",55,6060000,90.4,"B+","1","0"
